host_name,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_id
Brian,36,2019-03-19,0.39,5,1385157
Elena,5,2018-07-12,0.12,1,1396546
Asia Joanna,0,,,1,1397061
Drew,68,2019-06-03,0.77,1,1397115
Roberto  Mike,89,2018-06-30,0.99,1,1398809
Fred,10,2019-06-24,1.02,1,638721
Jocelin,38,2019-07-01,0.85,1,1402454
Clara,15,2019-06-09,0.17,1,1402951
Janice,20,2019-01-21,0.42,1,164675
Vivianne,25,2019-06-15,0.96,2,661399
Eyal And Amy,35,2019-05-27,0.42,1,1406773
Vishal,1,2013-09-24,0.01,1,1380703
Sergio,64,2019-06-02,0.7,1,1408733
Antoinette,26,2019-02-16,0.33,1,1410714
M,244,2019-06-25,2.74,1,1413098
Chavisa,21,2019-01-15,0.29,3,1093220
Janina,270,2019-07-07,2.95,2,1366310
Juliet,16,2019-03-27,0.19,3,1398639
Cameron,24,2019-06-27,0.26,1,1415590
Javier Pedraza,30,2019-06-28,0.33,2,1315849
Kevin,115,2019-06-12,1.25,1,1217923
Lex,9,2019-06-25,0.19,2,1417166
James,19,2015-09-08,0.21,1,1387370
Max,5,2018-12-31,0.08,1,1362808
Aj,203,2019-06-20,2.22,1,1423798
Arthur,20,2018-01-02,0.41,1,1423613
M,49,2018-10-27,0.53,1,1195295
Diana,6,2019-04-21,0.07,1,511993
Valerie,7,2017-06-18,0.08,1,1402817
Elizabeth,35,2019-06-30,0.38,2,1427381
Delia,0,,,1,1429642
Stacia,54,2019-06-24,0.88,1,1433395
Andrew,115,2019-06-25,1.75,2,1434654
Aaron,6,2019-06-24,0.13,1,1434931
Catherine,1,2014-08-31,0.02,1,1436404
Kwab,204,2019-06-30,2.31,1,1417757
Dena,1,2016-09-01,0.03,1,1440691
Chauncey,89,2019-06-23,0.97,1,130901
Rosa,15,2019-06-08,0.25,3,1447684
Jim,52,2019-05-13,0.6,1,1448432
Michelle,58,2017-12-29,0.63,1,950657
Bia,208,2019-06-11,2.32,1,1451723
Heidi,3,2017-06-20,0.03,1,1452026
Cathryne,7,2013-04-21,0.08,1,1132207
Ally,1,2017-03-18,0.04,1,368528
Erica,2,2018-04-10,0.06,1,1455825
Gordy,122,2019-07-02,1.37,1,1420300
Gabrielle,26,2014-10-31,0.28,1,1151818
Vimal,1,2012-10-02,0.01,1,70614
Barbara,14,2019-06-19,0.16,1,1468658
Tw,107,2019-06-25,2.38,1,1469036
Dan,3,2017-07-30,0.05,1,1471384
Lydia,107,2019-05-18,1.17,1,36897
Dian,29,2019-06-25,1.57,1,1464358
Kate,69,2019-06-21,0.76,1,322934
Diana,232,2019-07-06,2.52,1,1474071
Eliza,0,,,1,1474637
Luis,24,2018-08-10,0.26,2,511175
Oz,5,2016-08-03,0.06,2,524730
Jose,10,2019-04-21,0.23,1,1476954
Louisa,36,2018-11-12,0.47,2,1366270
Dara,94,2019-06-19,1.1,1,1482460
Jesper,1,2013-05-06,0.01,1,1475866
Eric,63,2018-08-03,0.71,1,1486034
Anamaria,5,2013-09-11,0.06,1,1487126
Erika,238,2019-07-02,2.6,1,1491538
Karin,101,2015-10-31,1.1,1,1492339
Carey,72,2018-07-31,0.82,1,1495090
Yvette,40,2019-06-23,0.68,1,1495196
Keow,103,2017-08-01,1.13,1,1495141
Olly,66,2019-05-01,0.72,2,1495502
Hibo,35,2019-06-27,0.4,1,1498424
Paul & Ewa,121,2019-07-01,1.33,1,1496847
Jasmine,15,2018-08-29,0.19,1,347036
Michael,13,2016-09-05,0.18,1,632334
Max,129,2019-05-11,1.42,1,1502469
Elle,157,2016-08-11,1.71,1,1503831
Geoff,8,2016-11-26,0.11,1,815741
Ronaldo,5,2014-09-09,0.06,1,1454655
Pia,46,2019-06-23,0.52,1,1505217
Mikki & Bazi,37,2019-02-16,0.41,1,207124
Philip,14,2019-06-25,0.16,1,1470688
Rohan,37,2018-04-15,0.45,1,1321504
Natalia,1,2016-08-30,0.03,1,1509416
Alejandra,209,2019-07-04,2.38,1,1490696
Hubert,4,2018-09-12,0.07,1,169927
Urszula,17,2019-04-01,0.19,2,1513294
Svetlana,0,,,1,1021834
Sena,0,,,1,910719
Carmen,7,2017-04-18,0.08,1,1521432
Irina,88,2019-06-07,0.99,1,45682
Summer,11,2019-06-23,0.16,1,1521604
Marissa,17,2015-05-20,0.19,1,1523610
Felicia,1,2014-03-24,0.02,2,1387286
Ric,73,2019-06-19,0.89,1,1525761
Alan,36,2019-05-01,0.47,1,568585
Todd,98,2019-05-31,1.07,2,496164
Weiwei,63,2019-05-18,0.89,2,1528912
Glenn,2,2017-09-21,0.09,1,1530106
Jacques,18,2018-10-10,0.2,3,1530310
Brady,24,2013-12-04,0.28,3,839679
Alison,1,2018-05-13,0.07,1,997124
Sergio,2,2018-01-02,0.05,1,1535987
Irina,23,2016-11-08,0.25,1,1536533
Edward,93,2019-07-07,1.12,4,1539749
Jason,0,,,1,1412944
L,152,2019-06-23,1.69,1,787261
Tom,119,2019-06-30,1.39,2,1220404
Eliza,9,2018-04-02,0.1,1,1557998
Ron,44,2019-06-26,0.49,1,1550578
Alice,158,2019-01-02,1.77,1,1555897
Dimitry,12,2016-03-26,0.14,1,8605
Ibrahima,51,2019-05-04,0.57,1,1561505
Antonio,0,,,1,1562045
Carolyn,11,2019-06-09,0.13,1,185753
Kristina,236,2019-06-18,2.74,2,1570170
Tina,16,2018-09-01,0.18,1,1577493
Oona,123,2019-02-28,1.42,1,1577961
Ben,14,2015-08-19,0.22,1,1586945
Magdalena,65,2018-12-30,0.73,1,1590548
Jonathan,50,2019-06-03,0.56,1,1390555
Mary,13,2019-01-31,0.15,1,1597481
Karen,1,2013-04-21,0.01,1,72747
Junior,216,2019-05-14,2.44,1,1601664
Richard,98,2019-05-01,1.09,1,142147
P,61,2019-06-02,0.86,1,1606222
Ariel,13,2019-04-23,0.34,9,1613244
Chris,136,2019-07-01,1.52,1,1617817
Sean And Kiana,65,2019-07-01,0.73,1,1631400
Jane,62,2019-01-02,0.71,1,1631733
Michael,47,2019-06-30,0.57,1,1632149
Ana,42,2019-06-20,0.48,1,1633100
Jason,207,2019-06-16,2.29,2,1639120
Maria Luiza,72,2019-07-03,0.81,2,9647066
Nora,22,2019-05-02,0.25,1,1639884
Katy,25,2019-03-31,0.28,1,1643782
Lillian,215,2019-06-30,2.42,1,516347
Fabiana,26,2017-06-24,0.73,1,1366194
Erin,18,2018-01-02,0.21,1,1644452
Candice,18,2018-12-31,0.21,1,1644999
James,320,2019-07-07,3.6,1,1649300
Todd,160,2019-07-02,1.8,2,1651591
Amanda,78,2019-02-08,1.22,1,1610852
Ted And Diane,64,2018-08-03,0.72,1,6064192
S,66,2017-12-10,0.94,1,1660724
Mathias,25,2018-12-22,0.29,1,1661965
Nitzan,32,2019-06-23,0.47,1,668564
Esther,1,2015-11-16,0.02,1,82896
Jill,12,2019-06-30,0.14,1,1675255
Robyn,19,2019-06-11,0.27,1,1676487
Joseph,297,2019-06-24,3.37,1,1013131
Duane,12,2019-07-07,0.13,1,890215
Marc,9,2017-01-02,0.11,1,1680375
Todd,9,2016-05-14,0.1,1,1681546
Jonathan,42,2019-06-24,0.47,2,1697784
Pat,118,2019-07-01,2.11,3,1698391
Patrick,53,2019-05-03,0.6,1,52043
Chryslaine,15,2019-06-24,0.21,1,547177
Steve And Heather,64,2019-05-11,0.72,4,1709216
Jason,202,2019-06-19,2.29,1,1711529
Mary,23,2018-12-31,0.63,1,1723485
J,62,2019-06-01,0.76,2,1732559
Yj,36,2015-08-23,0.45,1,483013
Gladys,24,2017-09-21,0.27,1,1740233
Laura,77,2019-07-01,0.88,2,1740216
Ben,56,2018-07-16,0.64,1,10609846
R.,7,2012-06-07,0.08,1,1746209
Steven,0,,,1,1745312
Tony,19,2016-07-13,0.22,1,1745402
Julie,7,2015-05-31,0.09,1,1755339
Beth,53,2014-10-28,0.6,1,562614
Nom,0,,,1,202507
Kate,8,2018-01-02,0.1,1,1774431
Niki & Colin,46,2018-06-19,0.52,1,74777
Sascha,6,2018-11-04,0.08,1,1747222
Ron,75,2019-07-01,0.86,1,417652
Marvet,11,2019-06-23,0.13,3,1785800
Shai,5,2019-06-29,1.47,9,1786901
Marc,132,2019-06-23,1.49,1,314377
Jared,41,2019-06-07,0.47,1,1474749
Camila,34,2019-04-07,0.39,1,1797859
Molly,34,2014-06-09,0.39,1,1251762
Ellie,27,2019-03-01,0.31,1,684129
Kay,30,2019-04-13,0.34,1,1631288
Candice,214,2019-06-02,2.45,2,1386983
Jennifer,12,2018-04-15,0.14,1,1562039
Lilly,6,2018-07-30,0.09,4,390251
Tracey,0,,,1,256239
Rico,156,2019-07-04,1.8,1,1840564
Susan,30,2018-12-29,0.74,1,1842714
Andre,1,2014-09-04,0.02,1,774128
Veronika And John,3,2019-04-24,0.09,1,1728785
Ginger,272,2019-06-27,3.18,3,179679
Luke,63,2019-01-01,0.82,1,1863447
Alix,58,2019-07-01,0.66,1,1863713
Max,5,2015-10-12,0.1,1,1869567
Christina,63,2019-06-30,0.71,2,1879389
Mark,268,2019-07-02,3.04,2,1884204
Rimma & Jim,80,2019-05-26,0.92,1,1887999
Ido,22,2017-04-14,0.25,1,1895957
Geny,13,2019-06-17,0.15,1,1900800
Alexander,3,2018-12-04,0.08,1,1317588
Brace,20,2019-06-06,0.28,1,1928213
Sophia,2,2015-05-15,0.02,1,1930204
Orit,47,2019-07-03,1.22,1,1931205
Nen,6,2019-01-01,0.19,1,773928
Cristina,93,2019-06-07,1.06,1,1935291
Jon,116,2016-01-03,1.32,1,1935605
Yogi,15,2018-09-04,0.17,1,1828506
Michael & Aleksandra,4,2019-03-04,0.41,1,1939728
Constance F.,59,2018-11-09,0.69,2,1947974
Luana,8,2015-09-30,0.11,2,1960128
Rebecka,106,2019-06-24,1.22,1,1960189
Kristina,133,2019-05-05,1.51,1,1303029
Alayna,27,2019-05-25,0.31,1,1965972
Paola,61,2018-01-02,0.7,1,1968502
Javier,0,,,1,1970839
Daniel,38,2019-05-16,0.44,1,1981742
Richelle,25,2013-06-22,0.28,1,70234
Wendy,93,2015-11-17,1.05,1,1982209
Darktalia,6,2017-09-05,0.07,1,1985717
Michael,30,2016-12-04,0.34,1,325790
William,17,2019-07-05,0.46,1,1989327
David,67,2019-05-16,0.77,1,1996265
John,53,2017-06-30,0.68,1,1488809
Esther,32,2016-10-11,0.37,1,1985759
Loretta,131,2019-06-23,1.84,2,462379
Maya,19,2019-05-21,0.22,1,2005740
Amanda,0,,,1,2006712
K. Naomi,74,2019-05-28,0.84,3,2010724
Katya,16,2019-01-02,0.18,1,2013117
Jeruschka,243,2019-06-24,2.75,1,2017752
Megan,59,2019-07-01,0.94,1,2018042
M. C.,134,2019-06-22,1.53,1,2020431
Marie-Helene,81,2019-07-03,0.93,1,2027134
Erin,7,2016-10-22,0.08,1,1952186
Majar,112,2019-05-26,1.28,8,2015914
Marshall,0,,,1,2034361
Andre,92,2019-06-09,1.05,1,520189
Elizabeth,23,2019-02-14,0.26,2,1621363
Olga,8,2016-09-18,0.1,1,405225
Jennifer,244,2019-07-01,2.81,2,2047776
Verena,125,2019-07-02,1.47,3,2050338
Linda,58,2019-06-01,0.67,2,2051075
Kim,9,2018-09-03,0.1,1,2051961
Omri,137,2019-06-13,1.57,1,1286417
Cary,16,2019-05-09,0.24,1,2058589
Dan,36,2018-09-26,0.57,1,2059155
Shell,54,2019-03-24,0.65,4,319077
Martis,1,2016-05-31,0.03,1,2050328
Jasmine,39,2019-03-13,0.47,2,2714164
Marshall,28,2019-06-25,0.33,1,626289
Eada,206,2019-06-30,2.4,1,2085639
Maddine,4,2019-05-04,0.22,1,2087636
Richard,37,2016-10-30,0.52,2,2096690
Lynda,27,2017-08-11,0.31,1,1090764
Jasen,18,2016-05-21,0.21,1,2108853
Jj,134,2019-04-02,1.54,1,2111060
Akari,197,2019-06-20,2.25,1,2103888
Shelley,5,2015-05-21,0.09,1,2076827
Supriya,5,2015-10-06,0.06,1,905122
Rafil,8,2018-01-02,0.09,1,2116807
Rachael,62,2019-05-11,0.71,2,2128778
Elaine,13,2017-01-31,0.15,1,820046
Kishore,8,2014-08-22,0.09,1,2141109
Grace,69,2016-09-28,0.79,1,2148881
Miya,41,2019-05-20,0.47,1,644941
David,89,2019-06-28,1.04,1,287733
Terrance,40,2019-06-17,0.46,1,1906804
Joe,106,2019-06-07,1.22,1,2117078
Suzanne,33,2018-11-25,0.39,1,2164138
Robert,2,2017-10-03,0.09,1,2164452
Andrew,19,2016-12-24,0.22,1,2165401
Alda,100,2019-06-14,1.14,1,2165711
Jennifer,16,2018-09-25,0.19,1,2168251
Cp,64,2019-06-09,0.76,1,2168468
Laetitia,17,2019-04-27,0.31,2,200243
Serge,7,2016-10-11,0.08,1,2169825
Seth,15,2018-12-31,0.17,1,290662
Ralph,4,2015-10-07,0.07,1,2175110
Marc,87,2019-06-16,1.0,1,2177462
Haley,10,2018-05-19,0.14,1,1566042
Andrij,0,,,1,1903758
Joris,289,2019-06-24,3.3,1,1655939
Rachel,10,2018-08-22,0.11,1,793225
Michelle,39,2019-05-16,0.45,1,2204078
James,7,2017-04-17,0.1,2,2206506
Danielle,23,2018-03-27,0.27,1,420542
Joy,22,2019-06-10,0.27,1,2216673
Mark,1,2014-08-21,0.02,1,1109143
Alex,155,2019-06-07,1.78,3,124357
Yamil,95,2019-06-28,1.09,1,2229582
Liz,118,2019-06-16,1.35,1,2233165
Karen,82,2018-12-15,0.96,1,1812871
Natalie,105,2019-06-09,1.21,3,2219255
Marjorie,73,2019-06-07,0.84,1,2237267
Martha,0,,,1,2228665
Tamara,3,2015-08-16,0.06,1,2246071
Helen,120,2019-07-01,1.4,1,2248545
Laura,7,2018-06-23,0.09,1,2107905
Stephanie,13,2019-04-29,0.15,1,2252261
Toni,3,2014-12-31,0.03,1,2257289
Felo,11,2018-08-16,0.18,1,2259061
Alex,67,2019-07-02,1.33,1,1385575
Laura,123,2019-07-02,1.47,1,2265389
Jeanine,109,2018-09-19,1.25,3,2265770
Daniel,23,2015-10-04,0.27,1,2267508
Gary,269,2019-06-29,3.15,2,2267864
David,7,2016-08-29,0.08,1,1594083
Kaye,36,2019-06-23,1.76,1,2270183
Lorena,178,2019-07-01,2.06,1,2275829
Javier & Jorge,132,2019-06-10,1.51,2,2268393
Sarah,12,2019-05-28,0.15,1,346366
Ivana,23,2019-01-01,0.27,1,2282355
Jan,47,2019-06-08,0.55,1,2287727
Sara,8,2019-03-28,0.11,1,128890
Sarah,17,2016-05-12,0.2,1,2286224
Sunserae,4,2018-03-24,0.06,1,2298239
Miryam,19,2018-12-16,0.22,1,2301624
Ora & Scout,35,2018-01-01,0.54,3,2065453
Nicole Lavonne,182,2019-07-01,2.15,1,2316542
Rj,31,2019-06-11,0.41,1,282315
Lloyd,454,2019-06-18,5.27,1,2321321
David,199,2019-07-05,2.3,1,2321870
Cynthia,0,,,1,2325861
Murch,230,2019-07-01,2.65,1,2332430
Sue,101,2019-06-24,1.19,4,2120259
Filip,8,2015-12-22,0.13,1,2334269
Diana,154,2018-12-12,1.87,1,2335775
Aram,69,2019-05-26,0.81,1,1274269
Francesca,3,2018-06-19,0.05,1,2339722
Verena  And Dylan,3,2013-09-01,0.04,1,2220859
Stephen,12,2019-04-26,0.16,1,2147438
George,13,2014-08-22,0.15,1,2341078
Rich,10,2016-05-23,0.17,1,1689040
Sweet Home,5,2019-01-04,0.06,1,1600988
Massi & Ray,144,2019-06-17,1.68,2,2347382
Koren,10,2017-02-19,0.12,1,2348973
Deborah,0,,,1,950232
Kara,17,2015-07-27,0.2,1,2355439
Adam,57,2019-05-05,0.67,6,2027013
Teresa,17,2018-10-11,0.2,1,2363997
Kristine,48,2019-01-06,0.56,1,2368753
Jimmy,134,2019-06-29,1.56,1,2368133
Jennifer,2,2014-05-20,0.03,1,2371814
Samir,16,2017-11-04,0.19,1,1130454
Josh,31,2019-07-03,1.14,1,1708956
Jaime,36,2019-01-19,0.42,1,2373905
Jazmin,1,2012-12-30,0.01,1,2374190
Hannah,338,2019-07-07,3.9,2,2377104
Ron,117,2017-12-11,1.41,1,2361715
Candice,261,2019-06-22,3.24,1,2382189
Lior,32,2017-01-31,0.37,7,914838
Megan,112,2019-06-30,1.3,2,2389885
Wallace,319,2019-07-02,3.78,1,1492619
Jodi,69,2019-06-20,0.85,1,2393537
John,10,2018-09-12,0.12,1,2397411
Hana,24,2019-02-20,0.39,1,2306962
Alex,3,2017-08-12,0.05,1,2396741
Jackie'S Place,17,2014-06-30,0.2,2,2400932
Michael,13,2016-08-21,0.15,2,2407024
Keith,58,2019-05-27,0.67,1,619154
Mick & Heidi,62,2019-06-23,0.74,1,864370
Carter,203,2019-06-27,2.85,1,2420670
Kelly,33,2019-06-30,0.39,1,1027283
Clara,47,2019-03-09,0.66,2,2423067
Peter,0,,,1,2423401
A.B.,30,2018-03-02,0.35,1,2424873
Andy,2,2017-03-29,0.05,1,2427385
Ada,121,2019-06-17,1.6,1,2427868
Julie,27,2019-05-17,0.45,1,2429432
Carly,24,2016-10-09,0.3,1,1995093
Christine,22,2019-05-11,0.26,1,2431528
Gelya,162,2019-06-16,1.92,1,2436633
Ute,66,2019-05-19,0.76,2,1407251
Maddy,0,,,1,2442340
Jean-Marie,63,2019-07-07,0.76,1,1527535
Biren,219,2019-06-14,2.63,2,2446219
D,12,2019-07-01,0.27,1,2450665
Elizabeth (And Jeff Too),35,2017-05-30,0.41,1,2455462
Regina,124,2019-06-10,1.46,1,2426779
Ellen,2,2018-07-23,0.17,1,2459648
Dimitry,63,2019-07-06,1.27,1,2462260
Bojan+Margaret,162,2019-06-21,1.88,1,1336370
Aleksandra,0,,,1,1386685
Joyce,185,2019-06-07,2.15,1,2471671
Fanny,219,2019-06-15,2.54,1,2472680
Patrick,280,2019-06-23,3.51,1,1490833
Gina,184,2019-06-10,2.14,5,2478675
Elodie,116,2019-07-07,1.37,1,2100968
Caitlin,11,2018-10-22,0.24,1,2483236
Eric,9,2019-02-23,0.1,1,2483293
Rebecca (Marks),4,2013-07-14,0.05,1,2483766
Theresa,15,2019-06-03,0.29,1,2484383
Michele,22,2019-05-26,0.28,1,2484654
Mahalia,18,2017-07-01,0.21,1,471928
Eric,56,2019-07-04,0.65,1,2487309
Erin,2,2014-09-03,0.03,1,2487319
Mariana,57,2019-06-30,0.7,1,2356449
Ann,13,2018-11-16,0.17,1,2490471
Catherine,1,2012-06-22,0.01,1,2490915
Kelly,37,2019-06-23,0.49,1,167417
John,451,2019-06-30,5.26,2,2267153
Anthony,19,2019-03-22,0.32,1,2349977
Jose And Ysaira,190,2019-06-06,2.21,2,2001830
Rick,169,2019-06-23,2.08,1,2472305
Margaret,165,2019-06-18,1.92,1,2513726
Jacqueline,2,2016-06-23,0.02,1,2515124
Darya,1,2018-05-26,0.07,1,2519356
Samantha,3,2015-09-20,0.04,1,1840766
Gay,15,2016-05-09,0.18,1,2521848
Amy,60,2019-01-01,0.7,1,2521513
Rich,320,2019-06-22,3.85,1,2522854
Richard,182,2019-06-11,2.2,1,2396295
Dennis,1,2012-07-11,0.01,1,2528671
Tiffany,134,2019-07-07,1.56,1,2530670
Amanda,0,,,1,2533991
Michael,60,2019-06-02,0.78,1,2538544
Catrinel,5,2019-05-12,0.06,1,2542888
Aaron,9,2016-08-04,0.1,1,2542895
Stephane,1,2013-01-04,0.01,1,2543761
Bethany,33,2019-05-22,0.39,1,696306
Walker,10,2014-12-03,0.14,1,2438262
Joni,3,2015-08-15,0.04,1,78742
Andrea,10,2019-05-15,0.13,2,1497427
Stephanie,62,2019-07-02,0.73,3,2155917
Federico,266,2019-07-04,3.17,1,2155832
Brendan,3,2016-04-28,0.04,1,2562882
Ghislaine,8,2012-12-25,0.09,1,2563132
Amelia,5,2012-12-31,0.06,1,2440317
Glace,160,2019-06-21,1.92,1,1720619
Anya,5,2019-05-17,0.1,1,2389494
Asher,183,2019-06-14,2.19,2,1413546
Carl,19,2018-12-30,0.23,1,2572253
Leigh,141,2019-06-24,1.66,1,62508
Noele,42,2019-05-27,0.49,1,184883
Chris,119,2019-07-01,1.41,1,2556498
Jenna,20,2019-06-23,0.24,1,787204
Robert,5,2015-06-28,0.06,1,1104814
Kim,16,2018-07-04,0.62,1,2582890
Eleanor,0,,,1,2576980
Reena,24,2018-09-10,0.29,1,2492286
Lisbeth,26,2019-06-15,0.32,1,2589521
Wendy,3,2018-09-14,0.04,1,2205455
Kyle,0,,,1,2590219
Lane,2,2014-06-28,0.03,2,2604437
Larah,194,2019-07-04,2.42,1,2605064
Sandy,88,2019-06-28,1.03,1,263510
Justine,2,2018-10-18,0.1,1,1816331
Dragan,304,2019-06-19,3.7,1,1787284
Sofia,11,2014-07-08,0.13,1,2495836
Alexandra,19,2018-10-15,0.23,1,2609535
Gita,23,2019-06-05,0.27,1,1445298
Thomas,103,2019-06-30,1.25,3,683230
Matthew,82,2019-06-21,0.98,1,2617850
Olivia,92,2019-06-08,1.09,1,2620162
Liz,18,2018-10-08,0.35,2,367815
Michael,153,2019-06-24,2.03,1,2624738
Judith & Reid,6,2015-06-12,0.09,1,2426404
Maite & Javi,43,2019-06-29,0.52,1,598770
Dawn,36,2019-07-02,0.5,1,2630351
Fabrizio,19,2019-06-20,0.27,1,2635819
David,160,2019-06-11,2.31,1,2644519
De & Claudia,74,2019-05-15,0.87,2,2645592
Michelle,47,2019-04-28,0.58,2,512878
Stefanie,43,2018-09-14,0.51,1,2640100
Kareem,102,2019-06-13,1.19,2,2653648
Anton,18,2019-01-20,0.21,1,2656413
Kj,22,2019-06-23,1.61,2,1846051
Sharon And Tom,107,2019-06-21,1.25,1,865264
Greta,0,,,1,2674637
F,87,2019-07-04,1.02,1,534328
Srdjan,16,2018-08-07,0.2,1,2676438
Tom,2,2015-08-07,0.02,1,746552
Linda,474,2019-05-25,5.53,3,2680820
Jeff,5,2016-05-16,0.06,1,2687009
Mickey,63,2019-05-19,0.75,1,1792568
Kristin,0,,,1,2693076
Shontae,28,2019-06-01,0.4,1,2694451
Yonatan,0,,,1,2694253
James,5,2015-05-25,0.09,1,2702563
Brian,16,2019-02-12,0.2,1,2684478
Huxley,6,2018-09-30,0.32,1,2706505
Kathleen,25,2019-06-10,0.3,1,2707053
Henrik,15,2017-08-10,0.31,1,2277487
Greg,45,2019-06-08,0.62,1,2712998
Maurice,215,2019-06-16,2.55,3,2715012
Historic Harlem,33,2019-06-22,0.51,2,2518984
Jennie,46,2017-01-02,0.54,1,2261381
Yah,25,2019-06-01,0.3,1,567226
Steve,23,2018-10-08,0.27,1,2647043
Maayan,57,2019-07-02,0.67,1,1267900
Evan,80,2019-05-26,1.01,1,1925503
Lindsey,22,2019-05-10,0.26,1,2740824
Jessica,40,2016-04-22,0.54,1,2750389
Vana,85,2019-06-23,1.02,1,2753256
Annie,1,2012-07-11,0.01,1,2755668
Laura,29,2016-12-05,0.36,1,2770788
Aaron,1,2012-09-05,0.01,1,2770985
Mathilde,23,2017-02-15,0.27,1,2773585
David,42,2019-05-31,0.5,1,2378357
Matt,195,2019-06-25,2.83,1,2775674
Kalae,158,2019-05-05,1.91,3,2777672
Heather,1,2016-12-28,0.03,1,532819
Marianna,115,2019-06-07,1.4,1,2786764
Sajjad,42,2019-05-28,0.49,1,2788488
Erin,3,2015-08-17,0.04,1,2790324
Jason,32,2019-06-10,0.4,1,2590864
Alessandra,6,2018-04-15,0.09,1,2798644
Christopher,11,2019-05-06,0.13,1,2805772
Noemie,221,2019-06-23,2.6,1,2806561
Ana,123,2019-06-02,1.47,3,1141935
Ny,132,2019-06-16,1.56,2,2270624
Ollie,41,2019-02-23,0.65,8,2822805
Nkosi,104,2019-06-06,1.32,1,38513
Katherine,143,2019-06-30,4.14,1,2828813
Sheri,4,2016-10-03,0.05,1,2834840
Goran,25,2014-04-15,0.3,1,426725
Alexandra,4,2017-08-22,0.05,1,2837527
Dustin,198,2019-06-15,2.33,1,2839267
Ina,6,2012-09-14,0.07,1,2841175
Stephon & Luke,10,2019-05-21,0.48,1,2841374
Edel,30,2019-04-08,0.36,1,1449904
Gideon,4,2015-09-21,0.08,1,2847655
Mark And Stoph,201,2019-07-01,2.42,1,2851409
Melanie,51,2019-06-30,0.61,1,2311767
Dana,63,2019-05-26,0.75,1,2775107
Bekah,28,2018-08-05,0.59,1,2861848
Jeanmarie,55,2017-06-01,0.66,1,2861854
Raziel,1,2018-11-13,0.13,1,2712129
Tim,23,2016-07-01,0.27,1,733370
Ibie,61,2019-03-09,0.72,1,2874587
Nitin,5,2013-06-20,0.06,1,2423042
Gio/Joey,67,2019-06-25,0.8,1,2878358
Anna,110,2019-04-02,1.3,1,911596
Kanan & Tobias,160,2019-06-18,1.95,1,2886652
Alex,102,2019-06-25,1.23,2,2888900
Tim,1,2015-03-31,0.02,1,2897835
Josefina,34,2019-06-30,0.41,1,2897329
John,6,2015-10-31,0.07,1,717562
Tom & Jennifer,11,2019-06-21,0.13,1,2899508
Wowa,46,2019-05-05,0.6,1,1345769
T,132,2019-06-05,1.75,1,1523018
Lisa,62,2014-04-27,0.73,1,2919467
Theodore,8,2018-08-24,0.17,1,2920855
Stephanie,16,2017-04-17,0.27,1,2932668
Chris,19,2016-07-15,0.23,1,2926404
Valerie,17,2017-01-01,0.2,1,2926593
Marie-Jeanne,12,2016-11-18,0.14,1,2927446
Hillary,321,2019-06-15,3.93,1,2929585
Chris,160,2019-06-12,1.89,2,2929756
Bill,5,2015-10-11,0.06,1,2934010
Markus,61,2019-06-30,0.73,1,2937468
Chris,0,,,1,2938302
Kelly,5,2018-10-21,0.08,1,898980
Ana,36,2017-01-25,0.44,1,2943157
Angela,109,2019-06-14,1.51,1,2648088
Nancy,28,2019-03-31,0.38,1,2954200
Onur,14,2019-05-20,0.16,1,2954680
Fabio,250,2019-06-26,2.99,1,2960326
Amy,12,2018-05-28,0.25,1,2965915
Chris,20,2018-12-30,0.24,1,2966937
George,27,2019-05-13,0.36,1,1036617
Kevin + Casey,2,2015-12-29,0.05,1,2973437
Zach,38,2019-05-06,0.45,1,2640845
Kyle,5,2014-10-18,0.07,1,2233907
Miriam,0,,,2,2979607
Nat,31,2018-08-10,0.5,1,2316922
Lauren,17,2015-12-07,0.21,1,177724
Heather,35,2019-05-27,0.42,1,3002643
Wendy,63,2019-04-18,0.77,3,3011547
Eric,149,2019-06-29,1.78,1,2874433
Silvia,107,2018-06-05,1.29,1,893148
Marta,7,2015-12-31,0.08,1,3019795
Jonathan,54,2019-06-19,0.65,1,3024659
Andrew And Kat,17,2015-10-18,0.2,1,1144721
"Christopher, Samantha And Mason",103,2019-06-08,1.62,1,2992042
Deborah,243,2019-06-24,2.95,1,3029414
Lori & John,93,2019-06-18,1.17,1,3039868
Mike,2,2015-10-31,0.03,52,1475015
Masud,88,2019-05-22,1.05,4,2712353
Bradley,15,2017-07-29,0.18,1,3047107
Sarah,0,,,1,3065891
Cath,11,2019-04-28,0.13,1,92451
Zack,17,2019-05-30,0.26,2,2272846
Hayley,5,2014-08-31,0.06,2,3069794
David,0,,,1,3073291
Mauricio,28,2018-09-13,0.34,1,2957827
Evelina,0,,,1,1563352
Angela,0,,,1,3091205
Laura And Bernard,8,2018-08-21,0.11,1,3050955
Aida,15,2019-04-27,0.18,2,3097033
Gina,2,2018-10-22,0.17,1,1974637
Zhenia,40,2019-01-01,0.57,1,3102648
Carlita,57,2019-05-06,0.68,1,3114411
Armando,0,,,1,585879
Dennis,6,2018-08-16,0.07,1,3119145
Sag,57,2019-05-24,0.69,1,3120156
Lauren,22,2015-10-28,0.27,1,2397437
Ian,6,2013-09-04,0.07,1,3129020
Zachary,17,2015-10-13,0.2,1,834185
Niral,14,2018-10-28,0.19,1,155163
