neighbourhood,neighbourhood_group,listing_id
Greenpoint,Brooklyn,299699
Harlem,Manhattan,301034
Flatbush,Brooklyn,302057
East Harlem,Manhattan,302758
East Harlem,Manhattan,303345
Upper West Side,Manhattan,303462
Upper West Side,Manhattan,304799
Williamsburg,Brooklyn,305211
Fort Greene,Brooklyn,306702
Bushwick,Brooklyn,306799
Upper West Side,Manhattan,309342
Greenpoint,Brooklyn,310220
Clifton,Staten Island,310272
Harlem,Manhattan,310325
Harlem,Manhattan,310338
Bedford-Stuyvesant,Brooklyn,310524
Upper West Side,Manhattan,310796
Crown Heights,Brooklyn,311003
East Harlem,Manhattan,311343
Ridgewood,Queens,311356
Prospect Heights,Brooklyn,312429
Lower East Side,Manhattan,313890
East Village,Manhattan,314982
Bedford-Stuyvesant,Brooklyn,316238
West Village,Manhattan,317838
Kensington,Brooklyn,317905
Harlem,Manhattan,318021
Bushwick,Brooklyn,318187
Williamsburg,Brooklyn,319724
Bay Ridge,Brooklyn,319798
Greenpoint,Brooklyn,319844
Harlem,Manhattan,320865
South Slope,Brooklyn,320876
Williamsburg,Brooklyn,320877
Gramercy,Manhattan,321014
Washington Heights,Manhattan,321136
Williamsburg,Brooklyn,322037
Williamsburg,Brooklyn,322604
West Village,Manhattan,322974
Upper West Side,Manhattan,323706
Williamsburg,Brooklyn,324115
Upper East Side,Manhattan,324517
Williamsburg,Brooklyn,324800
Upper East Side,Manhattan,325429
Upper East Side,Manhattan,326832
Clinton Hill,Brooklyn,326956
East Village,Manhattan,327521
Kips Bay,Manhattan,327778
Midtown,Manhattan,328040
Upper West Side,Manhattan,328693
Crown Heights,Brooklyn,328744
Flatbush,Brooklyn,329064
Chinatown,Manhattan,329310
Inwood,Manhattan,329385
Williamsburg,Brooklyn,333189
Hell's Kitchen,Manhattan,333323
Williamsburg,Brooklyn,334607
Harlem,Manhattan,334781
East Flatbush,Brooklyn,335797
East Flatbush,Brooklyn,335819
East Flatbush,Brooklyn,335820
Harlem,Manhattan,336220
Upper West Side,Manhattan,339456
Hell's Kitchen,Manhattan,341525
Upper West Side,Manhattan,341982
Upper East Side,Manhattan,342027
Hell's Kitchen,Manhattan,342965
Harlem,Manhattan,342995
Hell's Kitchen,Manhattan,343276
Harlem,Manhattan,343971
West Village,Manhattan,344019
Flatiron District,Manhattan,344068
Sunset Park,Brooklyn,344092
Greenwich Village,Manhattan,346248
Lower East Side,Manhattan,346805
East Village,Manhattan,347865
Williamsburg,Brooklyn,349841
Park Slope,Brooklyn,350168
Crown Heights,Brooklyn,350525
Park Slope,Brooklyn,351530
Chelsea,Manhattan,351859
Prospect-Lefferts Gardens,Brooklyn,352651
Upper East Side,Manhattan,352864
Chinatown,Manhattan,353317
East Village,Manhattan,354095
Prospect-Lefferts Gardens,Brooklyn,355106
Crown Heights,Brooklyn,356230
Midtown,Manhattan,357509
Williamsburg,Brooklyn,359982
Midtown,Manhattan,360400
Upper East Side,Manhattan,361803
Harlem,Manhattan,363320
Upper West Side,Manhattan,363673
Williamsburg,Brooklyn,364275
Park Slope,Brooklyn,364785
Crown Heights,Brooklyn,367042
Greenpoint,Brooklyn,367810
Williamsburg,Brooklyn,369411
Prospect Heights,Brooklyn,369567
East Village,Manhattan,369671
Greenpoint,Brooklyn,371138
Williamsburg,Brooklyn,373618
Bedford-Stuyvesant,Brooklyn,374548
Graniteville,Staten Island,375249
Upper West Side,Manhattan,377217
Hell's Kitchen,Manhattan,378460
Park Slope,Brooklyn,380416
Sheepshead Bay,Brooklyn,380730
Harlem,Manhattan,382523
Harlem,Manhattan,382524
Inwood,Manhattan,385190
Williamsburg,Brooklyn,385657
Spuyten Duyvil,Bronx,385824
Stapleton,Staten Island,386555
Upper East Side,Manhattan,386744
Midtown,Manhattan,386799
Kips Bay,Manhattan,387324
Harlem,Manhattan,387377
Washington Heights,Manhattan,387666
Gramercy,Manhattan,387735
Briarwood,Queens,389482
Ozone Park,Queens,391948
Columbia St,Brooklyn,391955
Williamsburg,Brooklyn,392948
Hell's Kitchen,Manhattan,393016
Financial District,Manhattan,393094
Nolita,Manhattan,393682
Greenpoint,Brooklyn,394026
Briarwood,Queens,394111
Flatiron District,Manhattan,394235
Harlem,Manhattan,396636
Upper West Side,Manhattan,397034
East Village,Manhattan,397297
Harlem,Manhattan,397420
Upper East Side,Manhattan,398281
South Slope,Brooklyn,398283
Lower East Side,Manhattan,399946
Bushwick,Brooklyn,400039
Prospect-Lefferts Gardens,Brooklyn,400466
Carroll Gardens,Brooklyn,401579
Upper East Side,Manhattan,401836
Harlem,Manhattan,402037
East Harlem,Manhattan,403056
Midtown,Manhattan,403264
East Village,Manhattan,403668
Williamsburg,Brooklyn,404502
Windsor Terrace,Brooklyn,404923
Long Island City,Queens,405025
SoHo,Manhattan,405408
Nolita,Manhattan,406926
Williamsburg,Brooklyn,406992
Bushwick,Brooklyn,407469
Greenwich Village,Manhattan,408491
Prospect-Lefferts Gardens,Brooklyn,408983
Boerum Hill,Brooklyn,409262
East Harlem,Manhattan,409293
Brighton Beach,Brooklyn,409666
Nolita,Manhattan,411336
Williamsburg,Brooklyn,411525
Crown Heights,Brooklyn,411918
Crown Heights,Brooklyn,412061
Bedford-Stuyvesant,Brooklyn,412180
Williamsburg,Brooklyn,413504
Midtown,Manhattan,413775
Financial District,Manhattan,413876
Clinton Hill,Brooklyn,414801
East Village,Manhattan,415304
Greenpoint,Brooklyn,416557
Park Slope,Brooklyn,417685
East Village,Manhattan,418291
Bedford-Stuyvesant,Brooklyn,419373
Lower East Side,Manhattan,419792
Bedford-Stuyvesant,Brooklyn,421554
Upper West Side,Manhattan,422040
Hell's Kitchen,Manhattan,424192
Hell's Kitchen,Manhattan,424667
Midtown,Manhattan,424767
West Village,Manhattan,424889
Crown Heights,Brooklyn,424930
Vinegar Hill,Brooklyn,425784
Crown Heights,Brooklyn,428226
Washington Heights,Manhattan,430427
Upper West Side,Manhattan,430665
Washington Heights,Manhattan,431865
Long Island City,Queens,432090
Prospect Heights,Brooklyn,433218
Clinton Hill,Brooklyn,433414
East New York,Brooklyn,433914
Gowanus,Brooklyn,434792
Financial District,Manhattan,435774
Upper East Side,Manhattan,435776
West Village,Manhattan,435909
Financial District,Manhattan,435946
Williamsburg,Brooklyn,436510
East Village,Manhattan,436619
Harlem,Manhattan,436824
Harlem,Manhattan,436916
Park Slope,Brooklyn,437352
East Village,Manhattan,437906
Prospect-Lefferts Gardens,Brooklyn,438513
Williamsburg,Brooklyn,439750
Park Slope,Brooklyn,439870
Ridgewood,Queens,442636
Chelsea,Manhattan,442649
Upper West Side,Manhattan,443646
Bedford-Stuyvesant,Brooklyn,444171
Mott Haven,Bronx,444430
Upper West Side,Manhattan,446367
Kips Bay,Manhattan,447766
Williamsburg,Brooklyn,447840
Jackson Heights,Queens,448048
Jackson Heights,Queens,448049
Williamsburg,Brooklyn,449034
Harlem,Manhattan,449130
Windsor Terrace,Brooklyn,449660
Longwood,Bronx,449680
Canarsie,Brooklyn,450009
Upper West Side,Manhattan,450577
Sunset Park,Brooklyn,450578
Park Slope,Brooklyn,450905
Kensington,Brooklyn,452068
Windsor Terrace,Brooklyn,452541
Clinton Hill,Brooklyn,453094
Greenpoint,Brooklyn,453161
Lower East Side,Manhattan,453255
Bedford-Stuyvesant,Brooklyn,453317
Harlem,Manhattan,454334
Inwood,Manhattan,454763
East Village,Manhattan,454929
Inwood,Manhattan,455734
Harlem,Manhattan,455801
Chelsea,Manhattan,456110
West Village,Manhattan,456190
West Village,Manhattan,456457
Harlem,Manhattan,456526
East Village,Manhattan,457829
Williamsburg,Brooklyn,458154
Williamsburg,Brooklyn,458377
Upper East Side,Manhattan,459066
Kips Bay,Manhattan,460036
Harlem,Manhattan,460999
Williamsburg,Brooklyn,461050
Lower East Side,Manhattan,462454
Crown Heights,Brooklyn,463107
Bedford-Stuyvesant,Brooklyn,464231
Crown Heights,Brooklyn,465277
Williamsburg,Brooklyn,466277
Bedford-Stuyvesant,Brooklyn,466457
Lower East Side,Manhattan,467569
Jamaica,Queens,467634
West Village,Manhattan,467866
Lower East Side,Manhattan,468613
Lower East Side,Manhattan,470090
Crown Heights,Brooklyn,470370
Battery Park City,Manhattan,470498
Williamsburg,Brooklyn,470709
Morningside Heights,Manhattan,471712
Tribeca,Manhattan,471758
Bedford-Stuyvesant,Brooklyn,471845
Prospect-Lefferts Gardens,Brooklyn,471914
Upper West Side,Manhattan,472052
Prospect Heights,Brooklyn,472376
Bushwick,Brooklyn,472546
Long Island City,Queens,473592
Williamsburg,Brooklyn,473777
Hell's Kitchen,Manhattan,474283
Sunset Park,Brooklyn,475216
East Village,Manhattan,476527
East Village,Manhattan,476570
East Village,Manhattan,476571
East Village,Manhattan,476899
Harlem,Manhattan,476983
Two Bridges,Manhattan,478053
Kips Bay,Manhattan,478385
Carroll Gardens,Brooklyn,478832
Chelsea,Manhattan,478949
Fort Greene,Brooklyn,479002
Williamsburg,Brooklyn,479263
Sunnyside,Queens,479285
Williamsburg,Brooklyn,479867
Upper West Side,Manhattan,480549
Lower East Side,Manhattan,481022
Hell's Kitchen,Manhattan,482365
Fort Greene,Brooklyn,482765
Bedford-Stuyvesant,Brooklyn,483414
Civic Center,Manhattan,483485
Williamsburg,Brooklyn,483505
Clinton Hill,Brooklyn,484297
Windsor Terrace,Brooklyn,484312
Fort Hamilton,Brooklyn,484728
Gowanus,Brooklyn,485026
Williamsburg,Brooklyn,486350
Sunset Park,Brooklyn,488083
East Village,Manhattan,489018
Williamsburg,Brooklyn,489365
Sunset Park,Brooklyn,489924
East Harlem,Manhattan,489965
Carroll Gardens,Brooklyn,490011
Midtown,Manhattan,490278
Park Slope,Brooklyn,490989
Prospect Heights,Brooklyn,491123
Park Slope,Brooklyn,491529
Upper West Side,Manhattan,491942
Chinatown,Manhattan,491977
Chinatown,Manhattan,493177
Gowanus,Brooklyn,493611
Columbia St,Brooklyn,494296
SoHo,Manhattan,494937
East Elmhurst,Queens,495249
Fort Greene,Brooklyn,495348
South Slope,Brooklyn,496166
Gowanus,Brooklyn,497370
Williamsburg,Brooklyn,498052
Allerton,Bronx,498120
Brighton Beach,Brooklyn,498859
East Village,Manhattan,500845
Bedford-Stuyvesant,Brooklyn,500886
Upper West Side,Manhattan,501041
Harlem,Manhattan,501082
Williamsburg,Brooklyn,501098
Upper West Side,Manhattan,501693
Chelsea,Manhattan,502132
Prospect-Lefferts Gardens,Brooklyn,502309
South Slope,Brooklyn,502429
New Springville,Staten Island,503460
SoHo,Manhattan,503529
Bedford-Stuyvesant,Brooklyn,503585
Williamsburg,Brooklyn,503722
West Village,Manhattan,503790
Greenwich Village,Manhattan,504322
Prospect Heights,Brooklyn,504362
Upper West Side,Manhattan,504394
Lower East Side,Manhattan,504437
East Village,Manhattan,505029
Upper East Side,Manhattan,505231
Bushwick,Brooklyn,505315
East Village,Manhattan,506121
Astoria,Queens,506527
East Village,Manhattan,506571
Morris Heights,Bronx,506575
Bedford-Stuyvesant,Brooklyn,507393
Flatbush,Brooklyn,509989
Upper West Side,Manhattan,510218
Kips Bay,Manhattan,510454
Williamsburg,Brooklyn,511436
Bushwick,Brooklyn,511733
East Village,Manhattan,511960
Brooklyn Heights,Brooklyn,512209
Crown Heights,Brooklyn,512210
Long Island City,Queens,512775
Prospect Heights,Brooklyn,513343
Boerum Hill,Brooklyn,513688
Bedford-Stuyvesant,Brooklyn,514457
Bushwick,Brooklyn,514548
Chelsea,Manhattan,515392
Fort Greene,Brooklyn,516452
Chelsea,Manhattan,516461
Williamsburg,Brooklyn,516643
Kensington,Brooklyn,516791
Williamsburg,Brooklyn,517626
Ridgewood,Queens,517654
Upper East Side,Manhattan,518566
Bedford-Stuyvesant,Brooklyn,518576
Harlem,Manhattan,518960
Woodside,Queens,519310
Clinton Hill,Brooklyn,521018
Harlem,Manhattan,521038
South Slope,Brooklyn,521522
Williamsburg,Brooklyn,521672
Rego Park,Queens,521806
Chelsea,Manhattan,522081
South Slope,Brooklyn,523123
East Village,Manhattan,524111
Chelsea,Manhattan,525120
Concourse,Bronx,525293
Greenpoint,Brooklyn,525388
Nolita,Manhattan,525412
East Harlem,Manhattan,525523
Prospect Heights,Brooklyn,526520
Harlem,Manhattan,526532
Flatiron District,Manhattan,526923
Upper East Side,Manhattan,526942
Upper East Side,Manhattan,527076
Sunset Park,Brooklyn,528485
Upper West Side,Manhattan,530247
Harlem,Manhattan,530431
Upper West Side,Manhattan,530576
Crown Heights,Brooklyn,530632
Astoria,Queens,531091
Williamsburg,Brooklyn,531208
Greenwich Village,Manhattan,531258
Prospect-Lefferts Gardens,Brooklyn,531455
Greenwich Village,Manhattan,532288
Williamsburg,Brooklyn,532749
Nolita,Manhattan,533168
East Village,Manhattan,533506
Bedford-Stuyvesant,Brooklyn,533625
Chelsea,Manhattan,533927
Chelsea,Manhattan,534897
Prospect Heights,Brooklyn,535095
Upper West Side,Manhattan,535352
Bushwick,Brooklyn,536578
East Village,Manhattan,538344
Astoria,Queens,538590
Washington Heights,Manhattan,539160
Hell's Kitchen,Manhattan,539350
Harlem,Manhattan,540057
Little Italy,Manhattan,540489
Williamsburg,Brooklyn,541725
East Village,Manhattan,542054
Hell's Kitchen,Manhattan,542203
Ridgewood,Queens,543792
Sunset Park,Brooklyn,544039
Greenwich Village,Manhattan,544131
Upper East Side,Manhattan,544331
Clinton Hill,Brooklyn,545261
Prospect-Lefferts Gardens,Brooklyn,545651
Flushing,Queens,546383
Brooklyn Heights,Brooklyn,546504
Financial District,Manhattan,546573
Flatbush,Brooklyn,547830
Clinton Hill,Brooklyn,548133
Greenpoint,Brooklyn,548184
East Village,Manhattan,549873
Upper East Side,Manhattan,550288
Windsor Terrace,Brooklyn,550653
Upper West Side,Manhattan,550777
Chelsea,Manhattan,550858
Lower East Side,Manhattan,552141
Crown Heights,Brooklyn,552519
Harlem,Manhattan,552639
Prospect Heights,Brooklyn,553516
Inwood,Manhattan,553565
Park Slope,Brooklyn,553862
Gowanus,Brooklyn,554165
East Village,Manhattan,555206
Greenpoint,Brooklyn,557487
Greenpoint,Brooklyn,559511
East Village,Manhattan,560078
Carroll Gardens,Brooklyn,560406
West Village,Manhattan,563442
Greenwich Village,Manhattan,563496
Upper West Side,Manhattan,564049
Chelsea,Manhattan,564184
Hell's Kitchen,Manhattan,564447
Upper West Side,Manhattan,564751
Bedford-Stuyvesant,Brooklyn,565814
East Village,Manhattan,566712
Bedford-Stuyvesant,Brooklyn,566911
Bedford-Stuyvesant,Brooklyn,567195
Bushwick,Brooklyn,568661
Bushwick,Brooklyn,568684
East Village,Manhattan,568743
Fort Greene,Brooklyn,570218
Crown Heights,Brooklyn,570750
Crown Heights,Brooklyn,571564
Harlem,Manhattan,573612
Bedford-Stuyvesant,Brooklyn,573671
East Flatbush,Brooklyn,573795
Upper West Side,Manhattan,573870
Williamsburg,Brooklyn,575061
Harlem,Manhattan,576227
Hell's Kitchen,Manhattan,576426
Upper West Side,Manhattan,576916
Ditmars Steinway,Queens,577324
East Village,Manhattan,577703
Crown Heights,Brooklyn,577824
Chinatown,Manhattan,578267
Park Slope,Brooklyn,578941
South Slope,Brooklyn,579716
East Harlem,Manhattan,580323
Clinton Hill,Brooklyn,581180
Greenpoint,Brooklyn,581421
Arverne,Queens,581542
Greenpoint,Brooklyn,582272
Astoria,Queens,582372
Carroll Gardens,Brooklyn,583337
East Village,Manhattan,583352
Hell's Kitchen,Manhattan,584122
Greenwich Village,Manhattan,585369
Crown Heights,Brooklyn,585491
Greenpoint,Brooklyn,585937
Crown Heights,Brooklyn,586847
Williamsburg,Brooklyn,587519
West Village,Manhattan,587554
Williamsburg,Brooklyn,587641
Gravesend,Brooklyn,587698
SoHo,Manhattan,587740
Williamsburg,Brooklyn,588677
Harlem,Manhattan,590903
SoHo,Manhattan,591135
Tribeca,Manhattan,591565
Brooklyn Heights,Brooklyn,591710
Bedford-Stuyvesant,Brooklyn,592785
Bedford-Stuyvesant,Brooklyn,592831
Ridgewood,Queens,592853
Upper East Side,Manhattan,593000
Murray Hill,Manhattan,593292
Inwood,Manhattan,593320
Inwood,Manhattan,594020
West Village,Manhattan,594036
Chelsea,Manhattan,594640
Greenwich Village,Manhattan,594732
Williamsburg,Brooklyn,595321
Washington Heights,Manhattan,595604
Brooklyn Heights,Brooklyn,596448
Sunnyside,Queens,597544
Park Slope,Brooklyn,597624
Williamsburg,Brooklyn,598612
Upper West Side,Manhattan,599595
Clinton Hill,Brooklyn,599847
Williamsburg,Brooklyn,600286
Prospect Heights,Brooklyn,600775
Boerum Hill,Brooklyn,600877
Greenpoint,Brooklyn,602070
Prospect Heights,Brooklyn,602142
Cambria Heights,Queens,602250
Park Slope,Brooklyn,602453
Upper East Side,Manhattan,602888
Hell's Kitchen,Manhattan,606269
Gowanus,Brooklyn,607735
East Harlem,Manhattan,607781
Upper West Side,Manhattan,607891
Prospect Heights,Brooklyn,609213
Elmhurst,Queens,609559
Bushwick,Brooklyn,609983
Bushwick,Brooklyn,610118
Gowanus,Brooklyn,610596
East Village,Manhattan,611009
Cambria Heights,Queens,611408
Upper West Side,Manhattan,612936
Harlem,Manhattan,613528
Tribeca,Manhattan,613556
Cypress Hills,Brooklyn,613818
Williamsburg,Brooklyn,614269
Williamsburg,Brooklyn,616585
Crown Heights,Brooklyn,618836
Prospect Heights,Brooklyn,618916
Williamsburg,Brooklyn,619122
Bedford-Stuyvesant,Brooklyn,619471
Astoria,Queens,620214
Hell's Kitchen,Manhattan,621430
Crown Heights,Brooklyn,622410
Midtown,Manhattan,623423
Kips Bay,Manhattan,623747
Harlem,Manhattan,624222
Williamsburg,Brooklyn,625197
Prospect-Lefferts Gardens,Brooklyn,625365
East Village,Manhattan,627432
Williamsburg,Brooklyn,627949
Harlem,Manhattan,628078
Hell's Kitchen,Manhattan,628227
Fort Greene,Brooklyn,629315
Gramercy,Manhattan,629770
East Village,Manhattan,629774
Williamsburg,Brooklyn,629855
Upper East Side,Manhattan,629949
Bedford-Stuyvesant,Brooklyn,630034
Long Island City,Queens,633276
SoHo,Manhattan,633950
Upper West Side,Manhattan,634353
Greenwich Village,Manhattan,635114
Williamsburg,Brooklyn,635282
Windsor Terrace,Brooklyn,635662
West Village,Manhattan,636391
Bushwick,Brooklyn,637228
Sunnyside,Queens,637504
Nolita,Manhattan,637716
Crown Heights,Brooklyn,638894
Upper West Side,Manhattan,638898
Tottenville,Staten Island,639199
East Village,Manhattan,639781
West Village,Manhattan,640589
Cobble Hill,Brooklyn,640691
East Harlem,Manhattan,640990
Hell's Kitchen,Manhattan,641768
Bedford-Stuyvesant,Brooklyn,642682
Upper West Side,Manhattan,643591
Inwood,Manhattan,643948
Williamsburg,Brooklyn,644464
Tompkinsville,Staten Island,644575
Harlem,Manhattan,644833
Harlem,Manhattan,644869
Hell's Kitchen,Manhattan,645075
Astoria,Queens,645693
Midtown,Manhattan,645922
Nolita,Manhattan,645942
Harlem,Manhattan,646147
Bedford-Stuyvesant,Brooklyn,646391
Williamsburg,Brooklyn,646458
Prospect Heights,Brooklyn,647413
NoHo,Manhattan,647520
East Village,Manhattan,647580
Gramercy,Manhattan,648047
Williamsburg,Brooklyn,648246
Chelsea,Manhattan,649561
Crown Heights,Brooklyn,649903
SoHo,Manhattan,651375
Gramercy,Manhattan,651475
Clinton Hill,Brooklyn,651648
Midtown,Manhattan,652371
Kips Bay,Manhattan,652466
Hell's Kitchen,Manhattan,652515
Kips Bay,Manhattan,652648
Upper West Side,Manhattan,652691
Upper West Side,Manhattan,654005
East Village,Manhattan,654232
Hell's Kitchen,Manhattan,654612
Chinatown,Manhattan,655230
Crown Heights,Brooklyn,655472
Midtown,Manhattan,655783
Kensington,Brooklyn,656281
West Village,Manhattan,657005
Columbia St,Brooklyn,657198
Upper East Side,Manhattan,657217
Upper West Side,Manhattan,657727
Bedford-Stuyvesant,Brooklyn,658008
Gramercy,Manhattan,658366
East Harlem,Manhattan,658515
Ridgewood,Queens,658932
Williamsburg,Brooklyn,659880
Hell's Kitchen,Manhattan,659952
Williamsburg,Brooklyn,660016
Upper West Side,Manhattan,660036
Chelsea,Manhattan,661814
Kips Bay,Manhattan,663608
Upper West Side,Manhattan,664047
Hell's Kitchen,Manhattan,665394
East Village,Manhattan,666220
Williamsburg,Brooklyn,666315
Williamsburg,Brooklyn,666613
Chelsea,Manhattan,667375
Flatbush,Brooklyn,667549
Inwood,Manhattan,668400
Bushwick,Brooklyn,668691
Gowanus,Brooklyn,669633
East Harlem,Manhattan,669831
Bushwick,Brooklyn,670767
Crown Heights,Brooklyn,671496
Upper East Side,Manhattan,671633
Fort Greene,Brooklyn,672724
Bedford-Stuyvesant,Brooklyn,673248
Canarsie,Brooklyn,673760
Ridgewood,Queens,674692
West Village,Manhattan,675793
Kips Bay,Manhattan,676257
Jamaica,Queens,676295
Ditmars Steinway,Queens,679633
Astoria,Queens,679769
Lower East Side,Manhattan,680104
Ridgewood,Queens,680225
Harlem,Manhattan,680998
Upper West Side,Manhattan,681518
Mariners Harbor,Staten Island,681805
Flatlands,Brooklyn,682122
East Harlem,Manhattan,682155
Chelsea,Manhattan,683084
West Village,Manhattan,683681
Long Island City,Queens,683743
Harlem,Manhattan,683821
Murray Hill,Manhattan,684808
Murray Hill,Manhattan,684991
East New York,Brooklyn,685435
Upper East Side,Manhattan,686696
Clinton Hill,Brooklyn,688652
East Elmhurst,Queens,689329
Upper West Side,Manhattan,689900
South Slope,Brooklyn,690349
Fort Greene,Brooklyn,690516
Williamsburg,Brooklyn,690553
Crown Heights,Brooklyn,690603
Williamsburg,Brooklyn,690675
East Village,Manhattan,690849
Park Slope,Brooklyn,690934
Bushwick,Brooklyn,690960
Williamsburg,Brooklyn,692137
Bushwick,Brooklyn,692567
Upper West Side,Manhattan,693597
East Village,Manhattan,695002
Fort Greene,Brooklyn,695216
Bedford-Stuyvesant,Brooklyn,695297
East Village,Manhattan,695465
Park Slope,Brooklyn,696593
Upper West Side,Manhattan,697499
Hell's Kitchen,Manhattan,697923
Midtown,Manhattan,698094
Bedford-Stuyvesant,Brooklyn,698132
Inwood,Manhattan,698162
Nolita,Manhattan,698298
Chelsea,Manhattan,698327
West Village,Manhattan,698514
Cobble Hill,Brooklyn,698882
Prospect Heights,Brooklyn,699348
Williamsburg,Brooklyn,699472
SoHo,Manhattan,700530
Bedford-Stuyvesant,Brooklyn,700916
Fort Greene,Brooklyn,701227
Williamsburg,Brooklyn,702213
Park Slope,Brooklyn,702440
